nombre,precio,rating,reseñas,link,producto
"Anuncio Patrocinado - Mini destornillador eléctrico, juego de destornilladores eléctricos pequeños 68 en 1 con puntas magnéticas, destornillador de precisión recargable inalámbrico - Kit de herramientas de reparación de",29.24,4.6,56,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjMwMDY3MTM3NDAwMDYwMjo6MDo6&url=%2Fdestornillador-destornilladores-el%25C3%25A9ctricos-magn%25C3%25A9ticas-inal%25C3%25A1mbrico%2Fdp%2FB0DL56DPBS%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
"Anuncio Patrocinado - HOTO Kit de destornilladores eléctricos, juego de puntas mejoradas de 25 piezas, destornillador inalámbrico de 3.6 V recargable, tapa magnética, 3 ajustes de par, batería de 1500 mAh, luz LED para",49.99,4.6,1026,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjIwMDExNzM3NjgzMjQ5ODo6MDo6&url=%2Fdestornilladores-el%25C3%25A9ctricos-destornillador-inal%25C3%25A1mbrico-recargable%2Fdp%2FB0BLMQ8BXB%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
"Anuncio Patrocinado - STREBITO Mini juego de destornilladores eléctricos, 70 en 1 destornillador eléctrico pequeño inalámbrico - 64 puntas de preicisión S2, 5 ajustes de par, 4 luces LED, kit de herramientas de reparación",35.99,4.4,748,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjMwMDc1MzI0OTM1MzQwMjo6MDo6&url=%2Fdestornilladores-el%25C3%25A9ctricos-destornillador-el%25C3%25A9ctrico-inal%25C3%25A1mbrico%2Fdp%2FB0CLGLCFWL%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
"Broca de destornillador magnético de alta resistencia, juego de brocas de destornillador magnético fuerte, juego de destornilladores eléctricos magnéticos antideslizantes, 25 50 65 70 90 5.906 in",12.99,2.0,2,https://www.amazon.com.co/-/es/destornillador-resistencia-destornilladores-el%C3%A9ctricos-antideslizantes/dp/B0F48YT8ZW/ref=sr_1_15?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-15,atornillador electrico
"HOTO Destornillador eléctrico recargable, juego de destornilladores inalámbricos de 3.6 V USB-C, 3 ajustes de par, batería de 1500 mAh, luz LED y 12 puntas de metal S2 para reparaciones de",59.99,4.7,2734,https://www.amazon.com.co/-/es/Destornillador-recargable-destornilladores-inal%C3%A1mbricos-reparaciones/dp/B08Z74BLX9/ref=sr_1_16?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-16,atornillador electrico
"SKIL Destornillador recargable Twist 2.0 de 4 V con cabezal giratorio, ajuste de par, cable de carga USB-C, juego de 28 puntas de PC y funda de transporte - SD5619-02",39.99,4.5,1525,https://www.amazon.com.co/-/es/Destornillador-recargable-cabezal-giratorio-transporte/dp/B0CGLPL4PS/ref=sr_1_17?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-17,atornillador electrico
"Fanttik Mini destornillador eléctrico E2 Ultra de 3.7 V, destornillador eléctrico inalámbrico, máximo 0.6N.m, 50 puntas magnéticas, 5/32 pulgadas hexagonal, almacenamiento magnético, herramienta de",59.99,4.5,102,https://www.amazon.com.co/-/es/destornillador-Ultra-inal%C3%A1mbrico-almacenamiento-herramienta/dp/B0DSVKLNQR/ref=sr_1_18?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-18,atornillador electrico
"Anuncio Patrocinado - STREBITO Mini destornillador eléctrico, juego de destornilladores eléctricos de precisión de 144 piezas, destornillador de potencia pequeña, inalámbrico, recargable, kit de herramientas de reparación",39.99,4.6,669,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjMwMDc0NzgwODA0NDUwMjo6MDo6&url=%2Fdestornillador-destornilladores-el%25C3%25A9ctricos-inal%25C3%25A1mbrico-herramientas%2Fdp%2FB0C58TRNQV%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
"Anuncio Patrocinado - Hi Spec - Kit de herramientas para el hogar rosa de 35 piezas con destornillador eléctrico recargable por USB de 3,6 V Fácil reparación con herramientas manuales para el hogar y kit para colgar fotos. Todo en una caja portátil.",39.99,4.6,6305,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjIwMDA2NDYxMTUwNjM5ODo6MDo6&url=%2FSpec-herramientas-destornillador-recargable-reparaci%25C3%25B3n%2Fdp%2FB0823RXNXR%2Fref%3Dsr_1_20_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
Anuncio Patrocinado - Hi-Spec Destornillador eléctrico 27pc 3.6V rosa USB pequeño juego de destornilladores eléctricos. Inalámbrico y recargable con juego de puntas de controlador,19.94,4.4,10945,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjIwMDE1MjI1NDA1OTA5ODo6MDo6&url=%2FDestornillador-destornilladores-el%25C3%25A9ctricos-Inal%25C3%25A1mbrico-controlador%2Fdp%2FB013PTOXA0%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
"Anuncio Patrocinado - SHARDEN Mini destornillador eléctrico, kit de destornillador eléctrico pequeño 29 en 1 con 24 puntas magnéticas, herramienta de reparación inalámbrica de precisión para teléfono, cámara, computadora",19.99,4.4,447,https://www.amazon.com.co/-/es/sspa/click?ie=UTF8&spc=MTo2MzUyNDI0MDI4MjgzNTIxOjE3NDgwNDgzMzM6c3BfbXRmOjMwMDIxNTY4NjAxMTAwMjo6MDo6&url=%2Fdestornillador-magn%25C3%25A9ticas-herramienta-inal%25C3%25A1mbrica-computadora%2Fdp%2FB0CY1ZGVL6%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw%26dib_tag%3Dse%26keywords%3Datornillador%2Belectrico%26qid%3D1748048333%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,atornillador electrico
